"","station.id","station.name","station.latitude","station.longitude","total_count","tract"
"337","3285","W 87 St & Amsterdam Ave",40.78839,-73.9747,1995,"36061017500"
"338","437","Macon St & Nostrand Ave",40.6809833854,-73.9500479759,1990,"36047024500"
"339","516","E 47 St & 1 Ave",40.75206862,-73.96784384,1983,"36061009000"
"340","408","Market St & Cherry St",40.71076228,-73.99400398,1979,"36061000800"
"341","3293","W 92 St & Broadway",40.7921,-73.9739,1967,"36061017900"
"342","3367","5 Ave & E 103 St",40.7922553,-73.95249933,1967,"36061016800"
"343","392","Jay St & Tech Pl",40.695065,-73.987167,1964,"36047001300"
"344","274","Lafayette Ave & Fort Greene Pl",40.68691865,-73.976682,1960,"36047003500"
"345","3136","5 Ave & E 63 St",40.766368,-73.971518,1936,"36061014300"
"346","3534","Frederick Douglass Blvd & W 117 St",40.805159,-73.954692,1936,"36061021800"
"347","244","Willoughby Ave & Hall St",40.69196035,-73.96536851,1933,"36047019300"
"348","3378","E 76 St & Park Ave",40.773763,-73.96222088,1932,"36061013000"
"349","3106","Driggs Ave & N Henry St",40.72325,-73.94308,1930,"36047059100"
"350","310","State St & Smith St",40.68926942,-73.98912867,1919,"36047004300"
"351","416","Cumberland St & Lafayette Ave",40.68753406,-73.97265183,1914,"36047018100"
"352","3304","6 Ave & 9 St",40.668127,-73.98377641,1911,"36047015300"
"353","3668","Leonard St & Nassau Ave",40.7239567849954,-73.9498436450958,1906,"36047057100"
"354","3576","Park Pl & Vanderbilt Ave",40.6767,-73.969024,1888,"36047020700"
"355","3354","3 St & Prospect Park West",40.668132,-73.97363831,1876,"36047017700"
"356","3368","5 Ave & 3 St",40.6728155,-73.98352355,1868,"36047013500"
"357","258","DeKalb Ave & Vanderbilt Ave",40.68940747,-73.96885458,1866,"36047019700"
"358","3124","46 Ave & 5 St",40.74731,-73.95451,1843,"36081000100"
"359","3376","E 65 St & 2 Ave",40.7647185194434,-73.962220698595,1838,"36061011800"
"360","3349","Grand Army Plaza & Plaza St West",40.6729679,-73.97087984,1833,"36047015900"
"361","249","Harrison St & Hudson St",40.71870987,-74.0090009,1828,"36061003900"
"362","3146","E 81 St & 3 Ave",40.77573034,-73.9567526,1814,"36061014000"
"363","298","3 Ave & Schermerhorn St",40.68683208,-73.9796772,1809,"36047003700"
"364","3671","E 81 St & 2 Ave",40.7747794489573,-73.9542746543884,1807,"36061013800"
"365","3408","Congress St & Clinton St",40.6881529,-73.99520919,1804,"36047004500"
"366","3183","Exchange Place",40.7162469,-74.0334588,1803,"34017007400"
"367","3078","Broadway & Roebling St",40.7092482627616,-73.9606314897537,1800,"36047052500"
"368","3286","E 89 St & 3 Ave",40.7806284,-73.9521667,1800,"36061015400"
"369","341","Stanton St & Mangin St",40.71782143,-73.97628939,1798,"36061001002"
"370","3308","Kane St & Clinton St",40.6861758,-73.99645295,1796,"36047004500"
"371","3312","1 Ave & E 94 St",40.7817212,-73.94594,1784,"36061015400"
"372","260","Broad St & Bridge St",40.70365182,-74.01167797,1769,"36061000900"
"373","3584","Eastern Pkwy & Franklin Ave",40.6707767,-73.9576801,1752,"36047021900"
"374","3116","Huron St & Franklin St",40.73266,-73.95826,1744,"36047056300"
"375","3637","Fulton St & Waverly Ave",40.6832386546034,-73.9659959077835,1720,"36047019900"
"376","3336","E 97 St & Madison Ave",40.787801,-73.953559,1716,"36061016002"
"377","332","Cherry St",40.71219906,-73.97948148,1712,"36061000202"
"378","414","Pearl St & Anchorage Pl",40.70281858,-73.98765762,1697,"36047002100"
"379","427","Bus Slip & State St",40.701907,-74.013942,1693,"36061000900"
"380","3139","E 72 St & Park Ave",40.7711828754066,-73.9640942215919,1689,"36061013000"
"381","3150","E 85 St & York Ave",40.77536905,-73.94803392,1685,"36061014401"
"382","3553","Frederick Douglass Blvd & W 112 St",40.801694,-73.957145,1682,"36061021600"
"383","3356","Amsterdam Ave & W 66 St",40.7746671,-73.98470567,1670,"36061015100"
"384","3166","Riverside Dr & W 72 St",40.7805779901033,-73.9856243133545,1670,"36061016300"
"385","3362","Madison Ave & E 82 St",40.7781314,-73.96069399,1658,"36061014200"
"386","3420","Douglass St & 3 Ave",40.6802133,-73.98432695,1654,"36047011900"
"387","3290","E 89 St & York Ave",40.7779453,-73.946041,1650,"36061014402"
"388","3369","E 82 St & East End Ave",40.7724607,-73.9468208,1641,"36061013600"
"389","3118","McGuinness Blvd & Eagle St",40.73555,-73.95284,1632,"36047057500"
"390","3115","India St & Manhattan Ave",40.73232194,-73.9550858,1627,"36047056300"
"391","3109","Banker St & Meserole Ave",40.72606,-73.95621,1626,"36047056100"
"392","3417","Baltic St & 5 Ave",40.6795766,-73.97854971,1625,"36047012901"
"393","364","Lafayette Ave & Classon Ave",40.68900443,-73.96023854,1619,"36047019300"
"394","3077","Stagg St & Union Ave",40.70877084,-73.95095259,1617,"36047052700"
"395","3101","N 12 St & Bedford Ave",40.72079821,-73.95484712,1617,"36047051700"
"396","339","Avenue D & E 12 St",40.72580614,-73.97422494,1615,"36061002400"
"397","3202","Newport PATH",40.7272235,-74.0337589,1614,"34017007700"
"398","3145","E 84 St & Park Ave",40.77862688,-73.95772073,1611,"36061014000"
"399","282","Kent Ave & S 11 St",40.7076449441757,-73.9684152603149,1610,"36047054700"
"400","261","Johnson St & Gold St",40.69474881,-73.98362464,1607,"36047001500"
"401","471","Grand St & Havemeyer St",40.71286844,-73.95698119,1603,"36047051900"
"402","3497","Pleasant Ave & E 116 St",40.7949879,-73.9333349,1597,"36061017800"
"403","3358","Garfield Pl & 8 Ave",40.6711978,-73.97484126,1586,"36047015700"
"404","3518","Lenox Ave & W 126 St",40.808442,-73.9452087,1586,"36061022200"
"405","3320","Central Park West & W 100 St",40.7940666081855,-73.9628684520721,1585,"36061014300"
"406","3400","E 110 St & Madison Ave",40.7961535,-73.94782145,1575,"36061017401"
"407","3169","Riverside Dr & W 82 St",40.78720869,-73.98128127,1568,"36061017100"
"408","3558","Bergen St & Vanderbilt Ave",40.6794388,-73.9680438,1567,"36047020300"
"409","3496","1 Ave & E 110 St",40.7923272,-73.9383,1563,"36061018000"
"410","3321","Clinton St & Union St",40.6831164,-73.99785267,1554,"36047006700"
"411","3323","W 106 St & Central Park West",40.7981856,-73.9605909006,1552,"36061018900"
"412","3411","Bond St & Bergen St",40.6849668,-73.98620772,1535,"36047007100"
"413","3100","Nassau Ave & Newell St",40.7248125644002,-73.947526216507,1534,"36047057100"
"414","3294","E 91 St & Park Ave",40.7835016,-73.955327,1533,"36061015002"
"415","3131","E 68 St & 3 Ave",40.7671284034954,-73.9622461795807,1531,"36061011800"
"416","313","Washington Ave & Park Ave",40.69610226,-73.96751037,1527,"36047054300"
"417","262","Washington Park",40.6917823,-73.9737299,1524,"36047003100"
"418","3335","Union St & 4 Ave",40.6772744,-73.98282002,1519,"36047013300"
"419","3289","W 90 St & Amsterdam Ave",40.7901794809508,-73.9728891849518,1516,"36061017700"
"420","3628","Lenox Ave & W 117 St",40.8025566,-73.9490782,1512,"36061019000"
"421","3434","W 88 St & West End Ave",40.7902541733042,-73.9771834015846,1511,"36061017500"
"422","3087","Metropolitan Ave & Meeker Ave",40.71413311,-73.95234386,1505,"36047050100"
"423","3508","St Nicholas Ave & Manhattan Ave",40.809725,-73.953149,1503,"36061025700"
"424","3082","Hope St & Union Ave",40.71167351,-73.95141312,1494,"36047051300"
"425","3648","Flushing Ave & Vanderbilt Ave",40.6979503156954,-73.970775604248,1492,"36047054300"
"426","3328","W 100 St & Manhattan Ave",40.795,-73.9645,1483,"36061018900"
"427","3639","Harborside",40.7192517,-74.034234,1480,"34017007600"
"428","241","DeKalb Ave & S Portland Ave",40.68981035,-73.97493121,1477,"36047003100"
"429","3549","Grand Ave & Bergen St",40.678045,-73.962408,1473,"36047020500"
"430","3370","E 78 St & 2 Ave",40.7727966,-73.95577801,1471,"36061013400"
"431","3345","Madison Ave & E 99 St",40.7894854155321,-73.9524292945862,1463,"36061016800"
"432","243","Fulton St & Rockwell Pl",40.688226,-73.979382,1459,"36047003300"
"433","3307","West End Ave & W 94 St",40.7941654,-73.974124,1458,"36061018300"
"434","353","S Portland Ave & Hanson Pl",40.68539567,-73.97431458,1452,"36047003500"
"435","3562","Classon Ave & St Marks Ave",40.6765198,-73.9596082,1450,"36047030500"
"436","3096","Union Ave & N 12 St",40.71924,-73.95242,1444,"36047051500"
"437","3725","2 Ave & E 72 St",40.7687620293096,-73.9584079384804,1442,"36061012600"
"438","3383","Cathedral Pkwy & Broadway",40.804213,-73.96699104,1440,"36061019500"
"439","399","Lafayette Ave & St James Pl",40.68851534,-73.9647628,1435,"36047019300"
"440","344","Monroe St & Bedford Ave",40.6851443,-73.95380904,1424,"36047024300"
"441","3414","Bergen St & Flatbush Ave",40.6809447234773,-73.9756733179092,1420,"36047012902"
"442","3064","Myrtle Ave & Lewis Ave",40.69681963,-73.93756926,1418,"36047028700"
"443","3398","Smith St & 9 St",40.6746957,-73.99785768,1405,"36047007700"
"444","3364","Carroll St & 5 Ave",40.6751622,-73.9814832,1405,"36047013300"
"445","3526","31 St & 23 Ave",40.7747878,-73.9125551,1391,"36081011500"
"446","3537","Carlton Ave & Dean St",40.6809741,-73.9710097,1389,"36047016300"
"447","3453","Devoe St & Lorimer St",40.7133522622288,-73.9491033554077,1388,"36047050300"
"448","3306","10 St & 7 Ave",40.6662078,-73.98199886,1386,"36047015100"
"449","3296","E 93 St & 2 Ave",40.7824541752799,-73.9489196240902,1386,"36061015400"
"450","3425","2 Ave & E 104 St",40.7892105,-73.94370784,1365,"36061016400"
"451","3615","44 Dr & 21 St",40.748,-73.9460927,1358,"36081001900"
"452","3298","Warren St & Court St",40.686371,-73.99383324,1355,"36047006900"
"453","354","Emerson Pl & Myrtle Ave",40.69363137,-73.96223558,1351,"36047019300"
"454","3373","3 St & 3 Ave",40.6750705,-73.98775226,1326,"36047011900"
"455","3581","Underhill Ave & Lincoln Pl",40.6740123,-73.9671457,1323,"36047020700"
"456","3080","S 4 St & Rodney St",40.70934,-73.95608,1320,"36047052700"
"457","3375","3 Ave & E 72 St",40.7699426,-73.96060712,1319,"36061012800"
"458","3329","Degraw St & Smith St",40.6829151,-73.99318208,1318,"36047007500"
"459","420","Clermont Ave & Lafayette Ave",40.68764484,-73.96968902,1313,"36047019700"
"460","398","Atlantic Ave & Furman St",40.69165183,-73.9999786,1308,"36047004700"
"461","3413","Wyckoff St & 3 Ave",40.6827549,-73.98258555,1303,"36047012700"
"462","275","Washington Ave & Greene Ave",40.68650065,-73.96563307,1287,"36047019900"
"463","3377","Carroll St & Bond St",40.6786115,-73.99037292,1287,"36047007700"
"464","3538","W 110 St & Amsterdam Ave",40.802692,-73.96295,1284,"36061019701"
"465","3125","45 Rd & 11 St",40.74708586,-73.94977234,1282,"36081000700"
"466","82","St James Pl & Pearl St",40.71117416,-74.00016545,1260,"36061002500"
"467","3724","7 Ave & Central Park South",40.7667405590595,-73.9790689945221,1258,"36061013700"
"468","3430","Richardson St & N Henry St",40.7190789117956,-73.9422369003296,1255,"36047047700"
"469","3310","14 St & 7 Ave",40.663779,-73.98396846,1252,"36047014900"
"470","365","Fulton St & Grand Ave",40.68223166,-73.9614583,1249,"36047022700"
"471","3126","44 Dr & Jackson Ave",40.74718234,-73.9432635,1249,"36081001900"
"472","248","Laight St & Hudson St",40.72185379,-74.00771779,1245,"36061003300"
"473","3529","Lenox Ave & W 130 St",40.8107922,-73.9430681,1237,"36061020800"
"474","418","Front St & Gold St",40.70224,-73.982578,1230,"36047002100"
"475","3292","5 Ave & E 93 St",40.7857851,-73.957481,1226,"36061014300"
"476","3300","Prospect Park West & 8 St",40.6651468153379,-73.9763760566711,1218,"36047017700"
"477","3384","Smith St & 3 St",40.6787242,-73.99599099,1217,"36047007700"
"478","3297","6 St & 7 Ave",40.6686627,-73.97988067,1210,"36047015300"
"479","3675","3 Ave & E 95 St",40.7845967988489,-73.9496853947639,1209,"36061015601"
"480","3412","Pacific St & Nevins St",40.6853761,-73.98302136,1199,"36047003900"
"481","3630","Frederick Douglass Blvd & W 115 St",40.8038654,-73.9559308,1196,"36061020102"
"482","3379","E 103 St & Lexington Ave",40.7903051,-73.94755757,1194,"36061016600"
"483","483","E 12 St & 3 Ave",40.73223272,-73.98889957,1190,"36061004200"
"484","419","Carlton Ave & Park Ave",40.69580705,-73.97355569,1189,"36047018501"
"485","3284","E 88 St & Park Ave",40.78141070019,-73.9559590816498,1184,"36061014802"
"486","3388","President St & Henry St",40.6828003,-73.99990419,1170,"36047006700"
"487","3357","W 106 St & Amsterdam Ave",40.8008363,-73.9664492472,1163,"36061019500"
"488","3419","Douglass St & 4 Ave",40.6792788,-73.98154004,1161,"36047013100"
"489","3365","3 St & 7 Ave",40.6703837,-73.97839676,1153,"36047015500"
"490","3359","E 68 St & Madison Ave",40.7691572,-73.96703464,1150,"36061012200"
"491","3211","Newark Ave",40.72152515,-74.046304543,1150,"34017002300"
"492","3452","Bayard St & Leonard St",40.7191557169604,-73.9488539099693,1141,"36047051500"
"493","3074","Montrose Ave & Bushwick Ave",40.70767788,-73.94016171,1134,"36047049300"
"494","3572","34 Ave & 38 St",40.756913,-73.921631,1130,"36081015700"
"495","3574","Prospect Pl & Underhill Ave",40.6769694,-73.96579,1127,"36047020500"
"496","3415","Prospect Pl & 6 Ave",40.6793307,-73.97519523,1125,"36047016100"
"497","407","Henry St & Poplar St",40.700469,-73.991454,1120,"36047000100"
"498","3117","Franklin St & Dupont St",40.73564,-73.95866,1120,"36047056300"
"499","3533","St. Nicholas Ave & W 126 St",40.8114323,-73.9518776,1120,"36061021500"
"500","3231","E 67 St & Park Ave",40.7678008014813,-73.9659208059311,1120,"36061012000"
"501","242","Carlton Ave & Flushing Ave",40.697787,-73.973736,1119,"36047021100"
"502","3396","Clinton St & 4 Place",40.6783563,-74.00014502,1117,"36047006500"
"503","3102","Driggs Ave & Lorimer St",40.72179134,-73.9504154,1116,"36047051500"
"504","3489","Gold St & Frankfort St",40.7106999463139,-74.003541469574,1115,"36061001501"
"505","3389","Carroll St & Columbia St",40.6830456,-74.00348559,1109,"36047005100"
"506","3366","West End Ave & W 107 St",40.8021174,-73.9681805305,1108,"36061019500"
"507","3085","Roebling St & N 4 St",40.71469,-73.95739,1104,"36047051900"
"508","2022","E 60 St & York Ave",40.759107,-73.959223,1103,"36061010602"
"509","3580","St Johns Pl & Washington Ave",40.6737236,-73.9631611,1094,"36047020700"
"510","3571","Bedford Ave & Bergen St",40.676368,-73.952918,1089,"36047022100"
"511","3081","Graham Ave & Grand St",40.711863,-73.944024,1085,"36047049500"
"512","421","Clermont Ave & Park Ave",40.69573398,-73.97129668,1079,"36047018700"
"513","3341","Central Park West & W 102 St",40.795346,-73.96186,1076,"36061014300"
"514","3339","Berkeley Pl & 6 Ave",40.6765304,-73.97846879,1074,"36047013100"
"515","3185","City Hall",40.7177325,-74.043845,1070,"34017006400"
"516","3405","5 St & 6 Ave",40.6704836,-73.98208968,1069,"36047013700"
"517","376","John St & William St",40.70862144,-74.00722156,1058,"36061001502"
"518","120","Lexington Ave & Classon Ave",40.68676793,-73.95928168,1053,"36047023300"
"519","3276","Marin Light Rail",40.7145840353589,-74.042817056179,1044,"34017007500"
"520","3272","Jersey & 3rd",40.7233315864644,-74.0459525585174,1029,"34017002300"
"521","3386","1 Pl & Clinton St",40.6809591,-73.99905709,1023,"36047006500"
"522","3303","Butler St & Court St",40.6849894,-73.99440329,1014,"36047006900"
"523","3049","Cambridge Pl & Gates Ave",40.68488,-73.96304,1007,"36047020100"
"524","3552","W 113 St & Broadway",40.805973,-73.964928,1001,"36061019900"
"525","3319","14 St & 5 Ave",40.666287,-73.98895053,1001,"36047014100"
"526","3673","Dean St & Franklin Ave",40.6775920693738,-73.955637216568,998,"36047030500"
"527","3599","Franklin Ave & Empire Blvd",40.66314,-73.9605695,990,"36047032700"
"528","3502","Lexington Ave & E 111 St",40.7954121,-73.9441232,985,"36061017200"
"529","400","Pitt St & Stanton St",40.71926081,-73.98178024,985,"36061002201"
"530","3535","Mt Morris Park W & W 120 St",40.804038,-73.945925,980,"36061019800"
"531","3355","E 66 St & Madison Ave",40.7680088930595,-73.9684528112411,975,"36061012200"
"532","83","Atlantic Ave & Fort Greene Pl",40.68382604,-73.97632328,974,"36047003500"
"533","3094","Graham Ave & Withers St",40.7169811,-73.94485918,973,"36047049700"
"534","3422","Columbia St & Degraw St",40.6859296,-74.00242364,972,"36047004700"
"535","3410","Dean St & Hoyt St",40.6864442,-73.98759104,971,"36047004100"
"536","3547","Broadway & Moylan Pl",40.8143256,-73.9590255,968,"36061021100"
"537","3539","W 116 St & Amsterdam Ave",40.8067581,-73.9607082,962,"36061020101"
"538","3152","3 Ave & E 71 St",40.76873687,-73.96119945,957,"36061012600"
"539","3269","Brunswick & 6th",40.7260117296463,-74.0503889322281,954,"34017002200"
"540","3343","W 107 St & Columbus Ave",40.7997568,-73.9621128676,953,"36061019300"
"541","3689","W 104 St & Amsterdam Ave",40.799041392883,-73.9664947986603,950,"36061018900"
"542","3067","Broadway & Whipple St",40.7016657,-73.9437303,948,"36047050700"
"543","3241","Monroe St & Tompkins Ave",40.686203,-73.944694,946,"36047026500"
"544","3544","Underhill Ave & Pacific St",40.6804836,-73.9646795,940,"36047020300"
"545","3311","Columbia St & Kane St",40.68763155,-74.0016256,940,"36047004700"
"546","3076","Scholes St & Manhattan Ave",40.70870368,-73.9448625,935,"36047050500"
"547","144","Nassau St & Navy St",40.69839895,-73.98068914,930,"36047002300"
"548","3387","E 106 St & Madison Ave",40.7934337,-73.94945003,929,"36061016800"
"549","3390","E 109 St & 3 Ave",40.79329668,-73.9432083,929,"36061017000"
"550","3057","Kosciuszko St & Tompkins Ave",40.69128258,-73.9452416,925,"36047026100"
"551","3403","4 Ave & 9 St",40.6705135,-73.98876585,922,"36047012100"
"552","3509","Lenox Ave & W 115 St",40.8011939,-73.9500739,922,"36061018600"
"553","3510","Adam Clayton Powell Blvd & W 123 St",40.8078316,-73.949373,920,"36061022200"
"554","245","Myrtle Ave & St Edwards St",40.69327018,-73.97703874,914,"36047003100"
"555","3555","28 St & 41 Ave",40.751047,-73.93797,904,"36081003300"
"556","3199","Newport Pkwy",40.7287448,-74.0321082,902,"34017007700"
"557","3338","2 Ave & E 99 St",40.7862586,-73.94552579,898,"36061016400"
"558","3313","6 Ave & 12 St",40.6663181,-73.9854617,892,"36047013900"
"559","3275","Columbus Drive",40.7183551982321,-74.0389144420624,890,"34017007600"
"560","3130","21 St & Queens Plaza North",40.75325964,-73.94335788,889,"36081002500"
"561","3454","Leonard St & Maujer St",40.7103685423523,-73.9470595121384,888,"36047050500"
"562","3579","Sterling Pl & Bedford Ave",40.672695,-73.954131,885,"36047021900"
"563","3083","Bushwick Ave & Powers St",40.71247661,-73.94100005,878,"36047049500"
"564","3178","Riverside Dr & W 78 St",40.78414472,-73.98362492,869,"36061016300"
"565","3583","Eastern Pkwy & Washington Ave",40.6716493,-73.9631145,867,"36047017700"
"566","3363","E 102 St & Park Ave",40.7904828,-73.95033068,866,"36061016800"
"567","3209","Brunswick St",40.7241765,-74.0506564,861,"34017002200"
"568","409","DeKalb Ave & Skillman St",40.6906495,-73.95643107,861,"36047023300"
"569","3640","Journal Square",40.73367,-74.0625,859,"34017001900"
"570","3278","Monmouth and 6th",40.725685483629,-74.0487903356552,854,"34017002200"
"571","3611","Vernon Blvd & 47 Rd",40.7449067,-73.9534573,851,"36081000700"
"572","396","Lefferts Pl & Franklin Ave",40.680342423,-73.9557689392,849,"36047022700"
"573","3273","Manila & 1st",40.72165072488,-74.0428841114044,849,"34017007000"
"574","3593","31 St & Broadway",40.761584,-73.925921,840,"36081005900"
"575","343","Clinton Ave & Flushing Ave",40.69794,-73.96986848,839,"36047054300"
"576","3536","W 116 St & Broadway",40.8082,-73.9641,835,"36061020500"
"577","3332","Degraw St & Hoyt St",40.681990442707,-73.9907902479172,827,"36047007500"
"578","289","Monroe St & Classon Ave",40.6845683,-73.95881081,826,"36047022900"
"579","3317","10 St & 5 Ave",40.6686273,-73.98700053,816,"36047013900"
"580","3270","Jersey & 6th St",40.7252891078113,-74.0455716848373,815,"34017002400"
"581","3404","7 St & 5 Ave",40.6704922,-73.98541675,813,"36047013700"
"582","3676","Van Brunt St & Van Dyke St",40.6758329439129,-74.0147262811661,811,"36047005300"
"583","3187","Warren St",40.7211236,-74.03805095,809,"34017007600"
"584","3397","Court St & Nelson St",40.6763947,-73.99869893,802,"36047007700"
"585","3407","Union St & Nevins St",40.6790979972168,-73.9876547455788,799,"36047011900"
"586","3105","N 15 St & Wythe Ave",40.724055,-73.955736,797,"36047056100"
"587","3267","Morris Canal",40.7124188237569,-74.0385255217552,788,"34017007400"
"588","3213","Van Vorst Park",40.71848892,-74.047726625,786,"34017006400"
"589","3052","Lewis Ave & Madison St",40.686312,-73.935775,782,"36047027700"
"590","3062","Myrtle Ave & Marcy Ave",40.69539817,-73.94954908,782,"36047025500"
"591","3047","Halsey St & Tompkins Ave",40.6823687,-73.944118,780,"36047026900"
"592","3516","31 St & Astoria Blvd",40.7699176,-73.9184057,777,"36081007100"
"593","3050","Putnam Ave & Throop Ave",40.6851532,-73.94111,776,"36047027700"
"594","3184","Paulus Hook",40.7141454,-74.0335519,771,"34017007400"
"595","3501","E 118 St & Madison Ave",40.8014866,-73.9442507,768,"36061018400"
"596","3249","Verona Pl & Fulton St",40.6803560840434,-73.9476791024208,765,"36047024900"
"597","278","Concord St & Bridge St",40.69766564,-73.98476437,760,"36047001500"
"598","3540","Morningside Ave & W 123 St",40.81,-73.9551508,760,"36061019701"
"599","3449","Eckford St & Engert Ave",40.7214625622982,-73.9480090141296,759,"36047049900"
"600","3144","E 81 St & Park Ave",40.77677702,-73.9590097,758,"36061014000"
"601","3424","E 106 St & Lexington Ave",40.791976,-73.945993,753,"36061017200"
"602","3613","Center Blvd & 48 Ave",40.745038,-73.957539,752,"36081000100"
"603","397","Fulton St & Clermont Ave",40.68415748,-73.96922273,750,"36047017900"
"604","3714","Division Av & Hooper St",40.7068420310133,-73.9544353965357,750,"36047052900"
"605","3157","East End Ave & E 86 St",40.77518615,-73.94446054,745,"36061014402"
"606","3569","Franklin Ave & St Marks Ave",40.6758324,-73.9561677,739,"36047030500"
"607","3520","Adam Clayton Powell Blvd & W 118 St",40.804372,-73.951475,736,"36061021800"
"608","3381","3 St & Hoyt St",40.6777287,-73.99364123,721,"36047007700"
"609","3279","Dixon Mills",40.7216301426384,-74.0499678254128,719,"34017006500"
"610","3491","E 118 St & 1 Ave",40.79747,-73.93504,716,"36061018800"
"611","3495","E 114 St & 1 Ave",40.7945663,-73.9362541,696,"36061017800"
"612","3693","N 11 St & Kent Ave",40.7224818863822,-73.9592193067074,696,"36047055700"
"613","3541","Amsterdam Ave & W 125 St",40.813358,-73.956461,694,"36061021100"
"614","3347","Van Brunt St & Wolcott St",40.6773429,-74.01275056,694,"36047005300"
"615","3556","24 St & 41 Ave",40.7527085,-73.9397405,693,"36081003300"
"616","3309","E 97 St & 3 Ave",40.7859201,-73.94860294,692,"36061015602"
"617","3618","27 St & Hunter St",40.7485,-73.941275,689,"36081001900"
"618","3088","Union Ave & Jackson St",40.7160751,-73.952029,675,"36047051900"
"619","3068","Humboldt St & Varet St",40.7031724,-73.940636,673,"36047048900"
"620","3058","Lewis Ave & Kosciuszko St",40.69237074,-73.93705428,672,"36047028100"
"621","3153","E 71 St & 2 Ave",40.7681754674225,-73.9591026306152,669,"36061012600"
"622","3638","Washington St",40.7242941,-74.0354826,669,"34017007600"
"623","3602","31 Ave & 34 St",40.763154,-73.920827,667,"36081006300"
"624","3214","Essex Light Rail",40.7127742,-74.0364857,658,"34017007400"
"625","3437","Riverside Dr & W 91 St",40.7931348098666,-73.9770036935806,657,"36061017900"
"626","3592","Crescent St & Broadway",40.7633589,-73.9286471,657,"36081005300"
"627","3494","E 115 St & Lexington Ave",40.797911,-73.9423,656,"36061018200"
"628","3723","Cadman Plaza E & Johnson St",40.695317277669,-73.9901572465897,651,"36047001300"
"629","3095","Graham Ave & Herbert St",40.71929301,-73.94500379,649,"36047047700"
"630","3629","Adam Clayton Powell Blvd & W 126 St",40.8094953477795,-73.9477649331093,645,"36061022200"
"631","3055","Greene Ave & Nostrand Ave",40.6883337,-73.950916,644,"36047025100"
"632","3578","Park Pl & Franklin Ave",40.6741806,-73.9564947,643,"36047022100"
"633","3721","31 St & Newtown Ave",40.7675487799971,-73.9209334552288,642,"36081007100"
"634","3591","21 St & 31 Dr",40.7659,-73.930819,639,"36081007700"
"635","3493","E 118 St & 3 Ave",40.799139,-73.9389152,639,"36061018800"
"636","216","Columbia Heights & Cranberry St",40.70037867,-73.99548059,637,"36047000100"
"637","3071","Boerum St & Broadway",40.70538077,-73.94976519,632,"36047051100"
"638","3597","43 St & Broadway",40.7577284,-73.9166368,631,"36081015900"
"639","3478","2 Ave & 36 St - Citi Bike HQ at Industry City",40.6570886666848,-74.0087020397186,631,"36047001800"
"640","3504","E 123 St & Lexington Ave",40.8029263,-73.9379,621,"36061019600"
"641","3046","Marcus Garvey Blvd & Macon St",40.682601,-73.938037,619,"36047027500"
"642","3210","Pershing Field",40.742677141,-74.051788633,617,"34017001100"
"643","3371","4 Ave & 2 St",40.6746134224758,-73.9850114285946,615,"36047013500"
"644","3542","Amsterdam Ave & W 119 St",40.8086249,-73.9596214,612,"36061020701"
"645","3302","Columbus Ave & W 103 St",40.7969347,-73.9643412291,606,"36061018900"
"646","3056","Kosciuszko St & Nostrand Ave",40.69072549,-73.95133465,602,"36047025300"
"647","3399","7 St & 3 Ave",40.6726029815013,-73.9898300170898,602,"36047011900"
"648","3511","Adam Clayton Powell Blvd & W 115 St",40.802535,-73.9532423,602,"36061021800"
"649","3331","Riverside Dr & W 104 St",40.8013434,-73.9711457439,598,"36061019100"
"650","3121","Jackson Ave & 46 Rd",40.74524768,-73.94733276,598,"36081000700"
"651","3192","Liberty Light Rail",40.7112423,-74.0557013,595,"34017004700"
"652","436","Hancock St & Bedford Ave",40.68216564,-73.95399026,593,"36047022700"
"653","3042","Fulton St & Utica Ave",40.6794268,-73.9298911,590,"36047029700"
"654","3194","McGinley Square",40.7253399253558,-74.0676221251488,587,"34017003000"
"655","3391","E 106 St & 1 Ave",40.7892529,-73.93956237,582,"36061016200"
"656","3066","Tompkins Ave & Hopkins St",40.69957608,-73.94708417,581,"36047025700"
"657","3681","Grand St",40.7151776773203,-74.0376833081245,577,"34017007500"
"658","443","Bedford Ave & S 9 St",40.70853074,-73.96408963,576,"36047054700"
"659","3205","JC Medical Center",40.7165397809919,-74.0496379137039,574,"34017007300"
"660","3441","10 Hudson Yards",40.752957,-74.00264,572,"36061009900"
"661","373","Willoughby Ave & Walworth St",40.69331716,-73.95381995,561,"36047024100"
"662","3344","Pioneer St & Van Brunt St",40.679043,-74.011169,561,"36047005900"
"663","3054","Greene Ave & Throop Ave",40.6894932,-73.942061,559,"36047027900"
"664","3606","49 Ave & 21 St",40.74252,-73.948852,553,"36081001900"
"665","3560","28 St & 38 Ave",40.754876,-73.934326,552,"36081003100"
"666","3072","Leonard St & Boerum St",40.70583339,-73.94644578,550,"36047051100"
"667","3348","Coffey St & Conover St",40.677236,-74.015665,549,"36047005300"
"668","3588","Vernon Blvd & 10 St",40.7671863,-73.9373554,546,"36081004500"
"669","119","Park Ave & St Edwards St",40.69608941,-73.97803415,540,"36047002901"
"670","3662","31 Ave & Steinway St",40.7612938972891,-73.916916847229,532,"36081014900"
"671","3517","31 St & Hoyt Ave N",40.7711528,-73.9170074,532,"36081012500"
"672","3299","E 98 St & Park Ave",40.78813,-73.95206,532,"36061016800"
